region,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,hh_reco_rate,integ,intermed_sf_num,optimal_hh_reco_rate,pc_fee,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
CAR,EQ,2000,1411720213,a,helped,171804,18854.324000000008,15573.959716184301,0.014565470324338184,17911.37256693514,16411.399124302498,1499.973442632644,16411.47,16411.47,1499.973442632644,16411.4,0.07,16411.47,56183.0,51478.0,51478.0,4705.0,0.08400922942424362,1977572.9277374803,0.0,10.062340558417318,78217898.86149758,0.0050000000000000044,,0.0,1519.43684,22302.6775,0.0,1.2505552149377763e-12,1.59,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.862633930640573e-07,1133537.7415140255,1722339003.9868078
CAR,EQ,2000,1411810216,a,helped,171811,21492.184,15573.959716184301,0.01364236675292387,18689.89225809538,17124.88277246655,1565.009485628831,17124.95,17124.95,1565.009485628831,17124.88,0.07,17124.95,58625.0,53716.0,53716.0,4909.0,0.08400922942424362,1265230.239124245,0.0,6.873387976496055,66499152.11708885,0.024999999999999994,,0.0,1237.9714099999999,22302.6775,0.0,-1.6058265828178264e-12,4.72,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.173797216914733e-07,1133537.7415140255,1403287316.1503336
CAR,EQ,2000,1481115012,a,helped,171908,29956.889000000006,15573.959716184301,0.011555311052325518,28458.68848108145,26075.627591882938,2383.0608891985153,26075.74,26075.74,2383.0608891985153,26075.63,0.11,26075.74,89267.0,81792.0,81792.0,7475.0,0.08400922942424362,1208873.7767893812,0.0,7.753366844713657,14651106.374772264,0.0050000000000000044,,0.0,179.1256445,22302.6775,0.0,-8.910205906431656e-12,37132.79,0.0,0.0012979376476145077,10.0,7.6878612716762635,10.019267822736055,-1.0,3.0,1.9286567193818947e-07,1133537.7415140255,203045678.51377422
CAR,EQ,2000,14111701442,a,helped,171971,20124.929999999993,15573.959716184301,0.014098172055586247,17615.15643581743,16141.00612790386,1474.1503079135698,16132.99,16132.99,1474.1503079135698,16132.92,0.07,16132.99,55222.0,50598.0,50598.0,4624.0,0.08400922942424362,1324067.1253945555,0.0,6.960464340369179,61461996.3583397,0.0050000000000000044,,1593.1004973413917,1214.70686,22302.6775,0.0,1.2789769243681803e-12,1.56,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.5026636255595056e-07,1133537.7415140255,1376916070.6859937
CAR,EQ,2000,14112529294,a,helped,172025,32548.027000000016,15573.959716184301,0.011085815894822788,30920.175186834196,28330.84802401542,2589.3271628187745,28330.97,28330.97,2589.3271628187745,28330.85,0.12,28330.97,96988.0,88866.0,88866.0,8122.0,0.08400922942424362,1158276.5464666786,0.0,7.74346994701605,81427959.16933438,0.0050000000000000044,,0.0,916.2966315,22302.6775,0.0,-1.9610979506978765e-11,41783.84,0.0,0.0012979376476145077,10.0,7.668593448940233,10.019267822736055,-1.0,3.0,1.7029935324225308e-07,1133537.7415140255,1038656814.2274193
CAR,EQ,2000,14135023148,a,helped,172127,31957.98000000001,15573.959716184301,0.011187687716662346,30359.717522190585,27817.254566824944,2542.46295536564,27817.37,27817.37,2542.46295536564,27817.25,0.12,27817.37,95230.0,87255.0,87255.0,7975.0,0.08400922942424362,1226457.7200530358,0.0,8.124623831987444,65376240.53686282,0.0050000000000000044,,0.0,749.251795,22302.6775,0.0,1.5560885913146194e-12,35434.23,0.0,0.0012979376476145077,10.0,7.957610789980691,10.019267822736055,-1.0,3.0,1.7503746664623895e-07,1133537.7415140255,849305187.5296296
CAR,EQ,2000,14812207122,a,helped,172252,27837.035000000003,15573.959716184301,0.011987220882254714,26444.802777126002,24230.389273932306,2214.413503193697,24230.49,24230.49,2214.413503193697,24230.39,0.1,24230.49,82950.0,76004.0,76004.0,6946.0,0.08400922942424362,1240948.1242569406,0.0,7.672309881291792,14666629.722875096,0.0050000000000000044,,0.0,192.9710015,22302.6775,0.0,9.265477274311706e-12,34505.15,0.0,0.0012979376476145077,10.0,7.630057803468172,10.019267822736055,-1.0,3.0,2.1531066225721797e-07,1133537.7415140255,218739913.21800962
CAR,EQ,2000,141127221258,a,helped,172418,32532.172000000013,15573.959716184301,0.011088516977934983,30905.191392614488,28317.13944632505,2588.0519462894376,28317.26,28317.26,2588.0519462894376,28317.14,0.12,28317.26,96941.0,88823.0,88823.0,8118.0,0.08400922942424362,1158558.7551481016,0.0,7.7434698941214215,107914959.22454138,0.0050000000000000044,,0.0,1214.938755,22302.6775,0.0,1.4381384971784428e-11,41763.49,0.0,0.0012979376476145077,10.0,7.668593448940233,10.019267822736055,-1.0,3.0,1.704238649963946e-07,1133537.7415140255,1377178932.4205618
CAR,EQ,2000,141131014249,a,helped,172451,17078.037000000004,15573.959716184301,0.01530421367450886,16223.623490357624,14865.199082481387,1358.4244078762374,14865.26,14865.26,1358.4244078762374,14865.2,0.06,14865.26,50889.0,46628.0,46628.0,4261.0,0.08400922942424362,2038383.6964462004,0.0,9.871108667747286,85221626.13334003,0.0050000000000000044,,0.0,1827.684385,22302.6775,0.0,-1.9895196601282805e-12,1.44,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.4806711902863474e-07,1133537.7415140255,2071749229.9733508
CAR,EQ,2000,141131225261,a,helped,172466,33663.445,15573.959716184301,0.01090060786148111,31979.880122713243,29301.925411105545,2677.9547116076965,29302.05,29302.05,2677.9547116076965,29301.93,0.12,29302.05,100312.0,91912.0,91912.0,8400.0,0.08400922942424362,1143091.2629272747,0.0,7.771792649361441,43574443.51298739,0.0050000000000000044,,0.0,474.08673650000003,22302.6775,0.0,-1.5347723092418164e-11,43215.77,0.0,0.0012979376476145077,10.0,7.707129094412294,10.019267822736055,-1.0,3.0,1.6190570901880527e-07,1133537.7415140255,537395208.573965
CAR,EQ,2000,141168115242,a,helped,172507,15207.664999999999,15573.959716184301,0.016218053438348163,14264.527609312574,13070.287329588475,1194.2402797240989,13069.36,13069.36,1194.2402797240989,13069.31,0.05,13069.36,44740.0,40994.0,40994.0,3746.0,0.08400922942424362,1963903.5161870813,0.0,8.974544949504024,40460793.84181063,0.0050000000000000044,,193.08163151964072,986.9889149999999,22302.6775,0.0,-1.4495071809506044e-12,1.27,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.332197098748612e-07,1133537.7415140255,1118789185.6084783
CAR,EQ,2000,141172014125,a,helped,172511,32021.770000000004,15573.959716184301,0.011176538764362863,30420.609111466427,27873.045289983438,2547.5638214829883,27873.17,27873.17,2547.5638214829883,27873.05,0.12,27873.17,95421.0,87430.0,87430.0,7991.0,0.08400922942424362,1226311.20932412,0.0,8.13175687916878,66422461.85897942,0.0050000000000000044,,0.0,759.7184294999997,22302.6775,0.0,-8.917311333789257e-13,35504.96,0.0,0.0012979376476145077,10.0,7.957610789980691,10.019267822736055,-1.0,3.0,1.745146936656353e-07,1133537.7415140255,861169512.7620121
CAR,EQ,2000,141181309152,a,helped,172531,16965.42,15573.959716184301,0.015354924588205275,14106.445247525873,12925.27593722748,1181.1693102983945,12925.33,12925.33,1181.1693102983945,12925.28,0.05,12925.33,44248.0,40543.0,40543.0,3705.0,0.08400922942424362,1159421.6485687827,0.0,5.5960905583303235,58764245.54153177,0.035,,0.0,1449.4240249999998,22302.6775,0.0,-2.5579538487363607e-12,4.82,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.5253594040717164e-07,1133537.7415140255,1642976835.7946682
CAR,EQ,2000,141812014124,a,helped,172552,22411.81100000001,15573.959716184301,0.013359540471998289,21290.696369678186,19507.943661665064,1782.7527080131235,19508.02,19508.02,1782.7527080131235,19507.94,0.08,19508.02,66783.0,61191.0,61191.0,5592.0,0.08400922942424362,1387060.1548866956,0.0,7.694754933161391,90925312.44703943,0.0050000000000000044,,0.0,1485.9199849999998,22302.6775,0.0,1.1397105481592007e-11,24849.67,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.980468751944741e-07,1133537.7415140255,1684346383.8674543
CAR,EQ,2000,142775027300,a,helped,172605,29780.07200000001,15573.959716184301,0.011589564690184373,28290.678703341302,25921.645195965495,2369.0335073758083,25921.76,25921.76,2369.0335073758083,25921.65,0.11,25921.76,88740.0,81309.0,81309.0,7431.0,0.08400922942424362,1218781.2671874033,0.0,7.7938072856638145,60719862.24134752,0.0050000000000000044,,0.0,746.7759619999998,22302.6775,0.0,4.206412995699793e-12,36413.52,0.0,0.0012979376476145077,10.0,7.707129094412294,10.019267822736055,-1.0,3.0,1.945859078209141e-07,1133537.7415140255,846498737.3824435
CAR,EQ,2000,143213130498,a,helped,172630,40904.78100000001,15573.959716184301,0.009888785571442746,38859.03569022168,35605.001911486,3254.0337787356852,35605.15,35605.15,3254.0337787356852,35605.0,0.15,35605.15,121890.0,111683.0,111683.0,10207.0,0.08400922942424362,1144767.872245137,0.0,8.579569353455398,84467130.05634221,0.0050000000000000044,,0.0,756.3082525,22302.6775,0.0,-9.899858710582521e-12,41422.55,0.0,0.0012979376476145077,10.0,8.265895953757193,10.019267822736055,-1.0,3.0,1.2087566941676993e-07,1133537.7415140255,857303948.4272693
CAR,EQ,2000,148121007160,a,helped,172747,28170.293000000005,15573.959716184301,0.011916104786367513,26564.991935016016,24340.37669958762,2224.6152354283936,24340.48,24340.48,2224.6152354283936,24340.38,0.1,24340.48,83327.0,76349.0,76349.0,6978.0,0.08400922942424362,1186234.6715404296,0.0,7.377807447004795,14815793.399763314,0.015000000000000013,,0.0,194.052719,22302.6775,0.0,-1.7280399333685637e-11,34918.56,0.0,0.0012979376476145077,10.0,7.610789980732141,10.019267822736055,-1.0,3.0,2.1150125748368166e-07,1133537.7415140255,219966080.82991582
CAR,EQ,2000,148162007103,a,helped,172773,27473.258000000005,15573.959716184301,0.012066322075273386,26099.537901808006,23913.81677052439,2185.721131283615,23913.92,23913.92,2185.721131283615,23913.82,0.1,23913.92,81867.0,75011.0,75011.0,6856.0,0.08400922942424362,1247108.119234371,0.0,7.659849024878524,81060015.18914449,0.0050000000000000044,,0.0,1080.63716,22302.6775,0.0,-1.2605028132384177e-11,34054.23,0.0,0.0012979376476145077,10.0,7.610789980732141,10.019267822736055,-1.0,3.0,2.1960122230995288e-07,1133537.7415140255,1224943005.7425306
CAR,EQ,2000,1432910011172,a,helped,173121,16910.238,15573.959716184301,0.015379957509913137,15949.906733265529,14614.436222917357,1335.4705103481713,14613.88,14613.88,1335.4705103481713,14613.82,0.06,14613.88,50028.0,45839.0,45839.0,4189.0,0.08400922942424362,1964794.3140442113,0.0,9.467884984097752,64661418.491236076,0.0050000000000000044,,121.36559134208944,1410.614245,22302.6775,0.0,-3.979039320256561e-13,1.41,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.547528399633742e-07,1133537.7415140255,1598984485.4248123
CAR,EQ,2000,1481620068001,a,helped,173198,32309.381000000005,15573.959716184301,0.011126682018547338,30693.505448744545,28123.306533865823,2570.1989148787197,28123.43,28123.43,2570.1989148787197,28123.31,0.12,28123.43,96277.0,88215.0,88215.0,8062.0,0.08400922942424362,1175884.286154004,0.0,7.832311046478482,31776271.65641845,0.0050000000000000044,,0.0,360.212412,22302.6775,0.0,1.4637180356658064e-11,40048.8,0.0,0.0012979376476145077,10.0,7.745664739884355,10.019267822736055,-1.0,3.0,1.7218965009802163e-07,1133537.7415140255,408314363.9637996
CAR,EQ,2000,14321313020487,a,helped,173346,8482.558599999998,15573.959716184301,0.021715336391140306,7940.294465446275,7275.5878495293655,664.7066159169103,7274.98,7274.98,664.7066159169103,7274.95,0.03,7274.98,24904.0,22819.0,22819.0,2085.0,0.08400922942424362,2129803.7343193325,0.0,7.2688220894920486,36673826.30981996,0.0050000000000000044,,124.935164471277,1607.1550899999997,22302.6775,0.0,1.4281908988778014e-12,0.7,0.0,0.0012979376476145077,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.2799991968897398e-06,1133537.7415140255,1821770950.98137
